"id","name","laboratory","theraputic_class","pharmaco_class","dci","commercial_name","dci_code","form","dosage","conditioning","type","list","country","marketed","reimbursable","reference_price","ppa_indicative","registration_num","notice_link","img_link"
4123,"SINGULAIR 4MG COMP. A CROQUER B/28","MERCK SCHARP & DOHME LTD","PNEUMOLOGIE","BRONCHODILATATEURS & ANTI-ASTHMATIQUES","MONTELUKAST SODIQUE EXPRIME EN MONTELUKAST","SINGULAIR","20A225","COMP. A CROQ.","4MG","B/28","Princeps","Liste I","PAYS BAS",True,True,"2400","","024/ 20 A 225 /07","https://www.pharmnet-dz.com/notice.ashx?id=2136","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4124,"SINGULAIR 4MG/SACHET GRLES. EN SACHET-DOSE B/28 SACHETS","MERCK SCHARP & DOHME LTD","PNEUMOLOGIE","BRONCHODILATATEURS & ANTI-ASTHMATIQUES","MONTELUKAST SODIQUE EXPRIME EN MONTELUKAST","SINGULAIR","20A245","GRLES.","4MG/SACHET","B/28 SACHETS","Princeps","Liste I","PAYS BAS",True,True,"2156","","024/ 20 A 245 /15","https://www.pharmnet-dz.com/notice.ashx?id=2146","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4125,"SINGULAIR 5MG COMP. A CROQUER B/28","MERCK SCHARP & DOHME LTD","PNEUMOLOGIE","BRONCHODILATATEURS & ANTI-ASTHMATIQUES","MONTELUKAST SODIQUE EXPRIME EN MONTELUKAST","SINGULAIR","20A226","COMP. A CROQ.","5MG","B/28","Princeps","Liste I","PAYS BAS",True,True,"2240","","024/ 20 A 226 /07","https://www.pharmnet-dz.com/notice.ashx?id=2140","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4126,"SINTROM 4MG COMP.SEC. B/30","NOVARTIS","HEMATOLOGIE ET HEMOSTASE","ANTICOAGULANTS ORAUX","ACENOCOUMAROL","SINTROM","12A001","COMP. SEC.","4MG","B/30","Princeps","Liste I","FRANCE",True,True,"0","","068/ 12 A 001 /98","https://www.pharmnet-dz.com/notice.ashx?id=3066","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3066.png"
4127,"SITAGLIPTINE BEKER 100MG COMP. PELLI. B/30 ET B/90","BEKER Laboratoires","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE","SITAGLIPTINE BEKER","14A342","COMP. PELLI.","100MG","B/30 ET B/90","Générique","Liste I","ALGERIE",False,False,"0","","447/14A342/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4592.png"
4128,"SITANORM 100MG COMP. PELLI. B/28","BIO-GALENIC","METABOLISME NUTRITION DIABETE","ANTIDIABETIQUES ORAUX","SITAGLIPTINE PHOSPHATE MONOHYDRATE EXPRIME EN SITAGLIPTINE","SITANORM","14A342","COMP. PELLI.","100MG","B/28","Générique","Liste I","ALGERIE",True,False,NULL,"","235/14A342/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4129,"SIVACOR 20MG COMP. PELLI. B/10 ET B/30","HIKMA PHARMACEUTICALS","CARDIOLOGIE ET ANGEIOLOGIE","HYPOLIPIDEMIANTS","SIMVASTATINE","SIVACOR","06M136","COMP. PELLI.","20MG","B/10 ET B/30","Générique","Liste I","ALGERIE",True,False,"1247","","001/ 06 M 136 /00/13","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4130,"SKENAN LP 100MG MICROGRANULES LP EN GLES B/14","BRISTOL MYERS SQUIBB","ANTALGIQUES","PARACETAMOL ET DERIVES","MORPHINE SULFATE","SKENAN LP","03B122","MICROGRANULES LP. GLES.","100MG","B/14","Princeps","Stupéfiants","FRANCE",True,False,"0","","017/ 03 B 122 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4131,"SKENAN LP 10MG MICROGRANULES LP EN GLES B/14","BRISTOL MYERS SQUIBB","ANTALGIQUES","PARACETAMOL ET DERIVES","MORPHINE SULFATE","SKENAN LP","03B119","MICROGRANULES LP. GLES.","10MG","B/14","Princeps","Stupéfiants","FRANCE",True,False,"0","","017/ 03 B 119 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4132,"SKENAN LP 30MG MICROGRANULES LP EN GLES B/14","BRISTOL MYERS SQUIBB","ANTALGIQUES","PARACETAMOL ET DERIVES","MORPHINE SULFATE","SKENAN LP","03B120","MICROGRANULES LP. GLES.","30MG","B/14","Princeps","Stupéfiants","FRANCE",True,False,"0","","017/ 03 B 120 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4133,"SKENAN LP 60MG MICROGRANULES LP EN GLES B/14","BRISTOL MYERS SQUIBB","ANTALGIQUES","PARACETAMOL ET DERIVES","MORPHINE SULFATE","SKENAN LP","03B121","MICROGRANULES LP. GLES.","60MG","B/14","Princeps","Stupéfiants","FRANCE",True,False,"0","","017/ 03 B 121 /14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4134,"SKIACOL 0.005 COLLY. FL/5ML","ALCON","OPHTALMOLOGIE","MYDRIATIQUES","CYCLOPENTOLATE","SKIACOL","17H059","COLLY.","0.005","FL/5ML","Princeps","Liste I","FRANCE",True,True,"0","","028/ 17 H 059 /97","https://www.pharmnet-dz.com/notice.ashx?id=1995","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1995.png"
4135,"SMECTA 3G/SACHET PDRE. P. SUSP. BUV. EN SACHET-DOSE B/30 SACHETS","AT PHARMA SPA","GASTRO-ENTEROLOGIE","ANTI-ACIDES & PROTECTEURS GASTRO-INTESTINAUX","DIOSMECTITE","SMECTA","10B015","SUSP. BUV.","3G/SACHET","B/30 SACHETS","Princeps","N/D","ALGERIE",True,True,"320","","020/ 10 B 015 /97/14","https://www.pharmnet-dz.com/notice.ashx?id=3901","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3901.png"
4136,"SMECTA FRAISE 3G/SACHET PDRE. P. SUSP. BUV. EN SACHET-DOSE B/18 SACHETS","AT PHARMA SPA","GASTRO-ENTEROLOGIE","ANTI-ACIDES & PROTECTEURS GASTRO-INTESTINAUX","DIOSMECTITE","SMECTA FRAISE","10B015","PDRE. SUSP. BUV.","3G/SACHET","B/18 SACHETS","Générique","N/D","ALGERIE",True,True,"192","","486 / 10 B 015 /17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/5820.png"
4137,"SMECTA ORANGE-VANILLE 3G/SACHET PDRE. P. SUSP. BUV. EN SACHET-DOSE B/30 SACHETS","AT PHARMA SPA","GASTRO-ENTEROLOGIE","ANTI-ACIDES & PROTECTEURS GASTRO-INTESTINAUX","DIOSMECTITE","SMECTA ORANGE-VANILLE","10B015","PDRE. SUSP. BUV.","3G/SACHET","B/30 SACHETS","Princeps","Liste I","ALGERIE",True,True,"320","","486/10B015/97/14","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4138,"SMEDYL 3G/SACHET PDRE. P. SUSP. BUV. EN SACHET-DOSE B/30 SACHETS","MERINAL","GASTRO-ENTEROLOGIE","ANTI-ACIDES & PROTECTEURS GASTRO-INTESTINAUX","DIOSMECTITE","SMEDYL","10B015","SUSP. BUV.","3G/SACHET","B/30 SACHETS","Générique","N/D","ALGERIE",True,True,"0","","268/ 10 B 015 /15","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3902.png"
4139,"SOCOB 20MG COMP. PELLI. SEC. B/30","BEKER Laboratoires","CARDIOLOGIE ET ANGEIOLOGIE","HYPOLIPIDEMIANTS","SIMVASTATINE","SOCOB","06M136","COMP. PELLI.","20MG","B/30","Générique","Liste I","ALGERIE",True,True,"1164","","447/ 06 M 136 /09","https://www.pharmnet-dz.com/notice.ashx?id=1547","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1547.png"
4140,"SOCOB 20MG COMP. PELLI. SEC.B/90","BEKER Laboratoires","CARDIOLOGIE ET ANGEIOLOGIE","HYPOLIPIDEMIANTS","SIMVASTATINE","SOCOB","06M136","COMP. PELLI.","20MG","B/90","Générique","Liste I","ALGERIE",True,True,"3742","","447/ 06 M 136 /09/18","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4141,"SOCOB 40MG COMP. ENRO. B/30","BEKER Laboratoires","CARDIOLOGIE ET ANGEIOLOGIE","HYPOLIPIDEMIANTS","SIMVASTATINE","SOCOB","06M203","COMP. ENRO.","40MG","B/30","Générique","Liste I","ALGERIE",True,True,"1848","","447/ 06 M 203 /09","https://www.pharmnet-dz.com/notice.ashx?id=1574","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1574.png"
4142,"SOCOB 40MG COMP. ENRO. B/90","BEKER Laboratoires","CARDIOLOGIE ET ANGEIOLOGIE","HYPOLIPIDEMIANTS","SIMVASTATINE","SOCOB","06M203","COMP. ENRO.","40MG","B/90","Générique","Liste I","ALGERIE",True,True,"1980","","447/ 06 M 203 /09/18","https://www.pharmnet-dz.com/notice.ashx?id=6060","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4143,"SODIUM BICARBONATE 0.084 SOL.INJ B/100AMP. DE 10ML","RENAUDIN","METABOLISME NUTRITION DIABETE","ELEMENTS MINERAUX & EQUILIBRE HYDRO-ELECTROLYTIQUE","SODIUM BICARBONATE","SODIUM BICARBONATE","14G072","SOL. INJ.","0.084","B/100AMP. DE 10ML","Générique","N/D","FRANCE",True,False,NULL,"","002/ 14 G 072 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4144,"SODIUM BICARBONATE 0.084 SOL.INJ B/100AMP. DE 20ML","RENAUDIN","METABOLISME NUTRITION DIABETE","ELEMENTS MINERAUX & EQUILIBRE HYDRO-ELECTROLYTIQUE","SODIUM BICARBONATE","SODIUM BICARBONATE","14G073","SOL. INJ.","0.084","B/100AMP. DE 20ML","Générique","N/D","FRANCE",True,False,NULL,"","002/ 14 G 073 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4145,"SODIUM BICARBONATE 0.084 SOL.INJ B/50AMP. DE 20ML","SAIDAL GROUPE","METABOLISME NUTRITION DIABETE","ELEMENTS MINERAUX & EQUILIBRE HYDRO-ELECTROLYTIQUE","SODIUM BICARBONATE","SODIUM BICARBONATE","14G073","SOL. INJ.","0.084","B/50AMP. DE 20ML","Générique","N/D","ALGERIE",True,False,NULL,"","003/ 14 G 073 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4146,"SOFABIC 23,53G/69,95G/L SOL.CONC. POUR HEMODIALYSE FORMULE BASIQUE AU BICARBONATE BIDON/10L","SOFARM SARL","UROLOGIE ET NEPHROLOGIE","EPURATION EXTRA-RENALE","CHLORURE DE SODIUM / BICARBONATE DE SODIUM","SOFABIC","25G053","SOL. DIALYSE","23,53G/69,95G/L","BIDON/10L","Générique","N/D","ALGERIE",True,False,NULL,"","405/ 25 G 053 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4147,"SOFACID A1 170,06G/5,49G/9,48G/5,62G/8,85G/L SOL. CONC. ACIDE POUR HEMODIALYSE BIDON DE 10L","SOFARM SARL","UROLOGIE ET NEPHROLOGIE","EPURATION EXTRA-RENALE","CHLORURE DE SODIUM / CHLORURE DE POTASSIUM / CHLORURE DE CALCIUM / CHLORURE DE MAGNESIUM / ACIDE ACETIQUE","SOFACID A1","25G048","SOL. DIALYSE","170,06G/5,49G/9,48G/5,62G/8,85G/L","BIDON DE 10L","Générique","N/D","ALGERIE",True,False,NULL,"","405/ 25 G 048 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4148,"SOFACID A2 210,70G/5,22G/9,00G/3,56G/6,31G/G SOL. CONC. ACIDE POUR HEMODIALYSE BIDON/10L","SOFARM SARL","UROLOGIE ET NEPHROLOGIE","EPURATION EXTRA-RENALE","CHLORURE DE SODIUM / CHLORURE DE POTASSIUM / CHLORURE DE CALCIUM / CHLORURE DE MAGNESIUM / ACIDE ACETIQUE","SOFACID A2","25G048","SOL. DIALYSE","210,70G/5,22G/9,00G/3,56G/6,31G/G","BIDON/10L","Générique","N/D","ALGERIE",True,False,NULL,"","405/ 25 G 048 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4149,"SOFOS 400MG COMP PELL B/28","BEKER Laboratoires","INFECTIOLOGIE","ANTIVIRAUX","SOFOSBUVIR","SOFOS","13P475","COMP. SEC.","400MG","B/28","Générique","Liste I","ALGERIE",True,True,"0","","447/13P475/15","https://www.pharmnet-dz.com/notice.ashx?id=4220","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4220.png"
4150,"SOFOSLED 400MG COMP PELL B/28","BEKER Laboratoires","INFECTIOLOGIE","ANTIVIRAUX","N/D","SOFOSLED","N/D","COMP. PELLI.","400MG","B/28","Générique","Liste I","ALGERIE",True,True,"0","","447/13P476/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4421.png"
4151,"SOFRAMICINE 0.0125 SOL.NAS. FL/30ML","ROUSSEL","RHINOLOGIE","PRODUITS LOCAUX","FRAMYCETINE","SOFRAMICINE","22E014","SOL. NAS.","0.0125","FL/30ML","Princeps","N/D","FRANCE",True,False,NULL,"","033/ 22 E 014 /97","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4152,"SOLIAN 200MG COMP. SEC. B/30","SANOFI AVENTIS","PSYCHIATRIE","NEUROLEPTIQUES","AMISULPRIDE","SOLIAN","16D094","COMP. SEC.","200MG","B/30","Princeps","Liste I","ALGERIE",True,True,"0","","392/ 16 D 094 /06/15","https://www.pharmnet-dz.com/notice.ashx?id=2267","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2267.png"
4153,"SOLIAN 400MG COMP. PELLI. SEC. B/30","SANOFI AVENTIS","PSYCHIATRIE","NEUROLEPTIQUES","AMISULPRIDE","SOLIAN","16D160","COMP. PELLI.","400MG","B/30","Princeps","Liste I","ALGERIE",True,True,"3482","","392/ 16 D 160 /14","https://www.pharmnet-dz.com/notice.ashx?id=2326","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2326.png"
4154,"SOLIFENACINE GL 10MG COMP. PELLI. B/30","GENERICLAB","UROLOGIE ET NEPHROLOGIE","AUTRES MEDICAMENTS","SOLIFENACINE SUCCINATE","SOLIFENACINE GL","25P069","COMP. PELLI.","10mg","B/30","Générique","Liste II","ALGERIE",False,True,NULL,"","065/25P069/17","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/5935.png"
4155,"SOLIRIS 10MG/ML (300MG/30ML) SOLUTION à DILUER POUR PERFUSION IV B/01 FLACON 30 ml","ALEXON EUROPE SAS","HEMATOLOGIE ET HEMOSTASE","A.T.U.(AUTORISATION TEMPORAIRE D'UTILISATION )","ECULIZUMAB","SOLIRIS","27A013","SOL. INJ.","10MG/ML (300MG/30ML)","B/01 FLACON 30 ml","Princeps","Liste I","FRANCE",True,True,"0","","509/27A013/16","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/4401.png"
4156,"SOLMUCOL 200MG GRLES. SOL. BUV. SACH-DOSE B/20","WORLD MEDICINE","PNEUMOLOGIE","FLUIDIFIANTS BRONCHIQUES & MUCOREGULATEURS","N-ACETYLCYSTEINE","SOLMUCOL","20D083","GRLES. SOL. BUV.","200MG","B/20","Générique","N/D","ALGERIE",True,True,"0","","195/ 20 D 083 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4157,"SOLOTIK 100MG** COMP. SEC. PILULIER/15","HIKMA PHARMACEUTICALS","PSYCHIATRIE","ANTIDEPRESSEURS","SERTRALINE** (SOUS FORME DE CHLORHYDRATE)","SOLOTIK","16A115","COMP SEC.","100MG**","PILULIER/15","Générique","Liste I","JORDANIE",True,True,"1290","","001/ 16 A 115 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4158,"SOLOTIK 50MG COMP. SEC. PILULIER/15","HIKMA PHARMACEUTICALS","PSYCHIATRIE","ANTIDEPRESSEURS","SERTRALINE CHLORHYDRATE EXPRIME EN SERTRALINE","SOLOTIK","16A099","GLES.","50MG","PILULIER/15","Générique","Liste I","JORDANIE",True,True,"645","","001/ 16 A 099 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4159,"SOLUGé 20MG COMP.SEC. B/20","CPCM","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","PREDNISOLONE","SOLUGé","09H144","COMP. ORODISPERS.","20MG","B/20","Générique","Liste I","ALGERIE",True,False,NULL,"","286/ 09 H 144 /06/11","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4160,"SOLUGEL 0.04 GEL T/45G","STIEFEL CANADA INC","DERMATOLOGIE","ANTI-ACNEIQUES, ANTI-ALOPECIQUES ET ANTI-SEBORRHEIQUES","PEROXYDE DE BENZOYLE","SOLUGEL","07B122","GEL","0.04","T/45G","Princeps","Liste II","CANADA",True,True,"0","","125/ 07 B 122 /01","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4161,"SOLU-MEDROL 120MG/2ML PDRE.SOL.INJ. B/01+01","PHARMACIA UPJOHN","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","METHYLPREDNISOLONE","SOLU-MEDROL","09H031","PDRE. SOL. INJ.","120MG/2ML","B/01+01","Princeps","Liste I","FRANCE",True,True,"0","","076/ 09 H 031 /99","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4162,"SOLU-MEDROL 20MG/2ML PDRE.SOL.INJ. B/1+1","PHARMACIA UPJOHN","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","METHYLPREDNISOLONE","SOLU-MEDROL","09H029","PDRE. SOL. INJ.","20MG/2ML","B/1+1","Princeps","Liste I","FRANCE",True,True,"116.82","","076/ 09 H 029 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/658.png"
4163,"SOLU-MEDROL 40MG PDRE.SOL.INJ. B/01+01","PHARMACIA UPJOHN","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","METHYLPREDNISOLONE","SOLU-MEDROL","09H030","PDRE. SOL. INJ.","40MG","B/01+01","Princeps","Liste I","FRANCE",True,True,"129","","076/ 09 H 030 /98","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4164,"SOLU-MEDROL 500MG/8ML PDRE.SOL.INJ. B/01+01","PHARMACIA UPJOHN","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","METHYLPREDNISOLONE","SOLU-MEDROL","09H032","PDRE. SOL. INJ.","500MG/8ML","B/01+01","Princeps","Liste I","FRANCE",True,True,"0","","076/ 09 H 032 /99","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4165,"SOLUPRED ORO 20MG COMP. ORODISPERS. B/20","SANOFI AVENTIS","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","PREDNISOLONE","SOLUPRED ORO","09H144","COMP. ORODISPERS.","20MG","B/20","Princeps","Liste I","ALGERIE",True,True,"392","","392/ 09 H 144 /11","https://www.pharmnet-dz.com/notice.ashx?id=3778","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3778.png"
4166,"SOLUPRED ORO 5MG COMP. ORODISPERS. B/30","SANOFI AVENTIS","ENDOCRINOLOGIE ET HORMONES","GLUCOCORTICOIDES","PREDNISOLONE","SOLUPRED ORO","09H143","COMP. ORODISPERS.","5MG","B/30","Princeps","Liste I","ALGERIE",True,True,"257.4","","392/ 09 H 143 /11","https://www.pharmnet-dz.com/notice.ashx?id=3770","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3770.png"
4167,"SOLUTION EVACUANTE BOHM 64G PDR. SOL.BUV B/16 SACHETS","BOHM . S.A","GASTRO-ENTEROLOGIE","DIVERS","MACROGOL 4000 / SULFATE DE SODIUM ANHYDRE / BICARBONATE DE SODIUM ANHYDRE / CHLORURE DE SODIUM ANHYDRE / CHLORURE DE POTASSIUM","SOLUTION EVACUANTE BOHM","10R086","PDRE. SOL. BUV.","64G","B/16 SACHETS","Générique","N/D","ESPAGNE",True,True,"0","","158/ 10 R 086 /99","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4168,"SOLUXOL 0.003 SOL. BUV. FL./200ML","PHARMALLIANCE","PNEUMOLOGIE","FLUIDIFIANTS BRONCHIQUES & MUCOREGULATEURS","AMBROXOL","SOLUXOL","20D064","SOL. BUV.","0.003","FL./200ML","Générique","Liste II","ALGERIE",True,False,NULL,"","035/ 20 D 064 /08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/1332.png"
4169,"SOMACOLINE 100MG/ML** SOL. BUV. GTTES. FL./30ML + PIPETTE GRADUEE","EL K","CITICOLINE** (SOUS FORME MONOSODIQUE)","NEUROLOGIE","","SOMACOLINE","15K045","SOL. BUV. GTTES.","100MG/ML**","FL./30ML + PIPETTE GRADUEE","Générique","Liste I","ALGERIE",True,True,"489","","352/ 15 K 045 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2511.png"
4170,"SOMALGINE 10MG/5ML SIROP B/1FL DE 125ML","SOMEDIAL","GASTRO-ENTEROLOGIE","ANTISPASMODIQUES, ANTISECRETOIRES ET ANTICHOLINERGIQUES","TIEMONIUM METHYLSULFATE","SOMALGINE","10D032","SOL. BUV.","10MG/5ML","B/1FL DE 125ML","Générique","Liste II","ALGERIE",True,True,"0","","457/ 10 D 032 /10","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4171,"SOMATULINE LP 120MG/SERING. DE 0,5ML SOL. INJ. SC PROFONDE LP EN SERING. PREREMPL. B/01SERINGUE PREREMPLIE DE 0,5ML AVEC UN SYSTÈME DE SECURITE + AIGUILLE","IPSEN PHARMA","ENDOCRINOLOGIE ET HORMONES","ANTI-HORMONE DE CROISSANCE","LANREOTIDE ACETATE EXPRIME EN LANREOTIDE","SOMATULINE LP","09R158","SOL. INJ. LP","120MG/SERING. DE 0,5ML","B/01SERINGUE PREREMPLIE DE 0,5ML AVEC UN SYSTÈME DE SECURITE + AIGUILLE","Princeps","Liste I","FRANCE",True,True,"0","","020/ 09 R 158 /08/15","https://www.pharmnet-dz.com/notice.ashx?id=3832","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3832.png"
4172,"SOMATULINE LP 30MG PDRE SOL INJ IM LP B/1+1","IPSEN PHARMA","ENDOCRINOLOGIE ET HORMONES","DIVERS","LANREOTIDE","SOMATULINE LP","09P124","PDRE. SOL. INJ.","30MG","B/1+1","Princeps","Liste I","FRANCE",True,True,"0","","020/ 09 P 124 /02","https://www.pharmnet-dz.com/notice.ashx?id=3829","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4173,"SOMATULINE LP 60MG/SERING. DE 0,5ML SOL. INJ. SC PROFONDE LP EN SERING. PREREMPL. B/01SERINGUE PREREMPLIE DE 0,5ML AVEC UN SYSTÈME DE SECURITE + AIGUILLE","IPSEN PHARMA","ENDOCRINOLOGIE ET HORMONES","ANTI-HORMONE DE CROISSANCE","LANREOTIDE ACETATE EXPRIME EN LANREOTIDE","SOMATULINE LP","09R156","SOL. INJ. LP","60MG/SERING. DE 0,5ML","B/01SERINGUE PREREMPLIE DE 0,5ML AVEC UN SYSTÈME DE SECURITE + AIGUILLE","Princeps","Liste I","FRANCE",True,True,"0","","020/ 09 R 156 /08/15","https://www.pharmnet-dz.com/notice.ashx?id=3830","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3830.png"
4174,"SOMATULINE LP 90MG/SERING. DE 0,5ML SOL. INJ. SC PROFONDE LP EN SERING. PREREMPL. B/01SERINGUE PREREMPLIE DE 0,5ML AVEC UN SYSTÈME DE SECURITE + AIGUILLE","IPSEN PHARMA","ENDOCRINOLOGIE ET HORMONES","ANTI-HORMONE DE CROISSANCE","LANREOTIDE ACETATE EXPRIME EN LANREOTIDE","SOMATULINE LP","09R157","SOL. INJ. LP","90MG/SERING. DE 0,5ML","B/01SERINGUE PREREMPLIE DE 0,5ML AVEC UN SYSTÈME DE SECURITE + AIGUILLE","Princeps","Liste I","FRANCE",True,True,"0","","020/ 09 R 157 /08/15","https://www.pharmnet-dz.com/notice.ashx?id=3831","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/3831.png"
4175,"SOMAZINA 100MG/ML*(10G/100ML) SOL. BUV. GTTES. B/1FL DE 30ML + SERINGUE DOSEUSE","FERRER INTERNATIONAL","NEUROLOGIE","A.T.U.(AUTORISATION TEMPORAIRE D'UTILISATION )","CITICOLINE** (SOUS FORME MONOSODIQUE)","SOMAZINA","15K045","SOL. BUV. GTTES.","100MG/ML*(10G/100ML)","B/1FL DE 30ML + SERINGUE DOSEUSE","Princeps","Liste I","ESPAGNE",True,True,"489","","207/ 15 K 045 /00/11","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2512.png"
4176,"SOMAZINA 125MG/ML (OU 500MG/4ML ) SOL.INJ.IM IV B/5AMP DE 4ML","FERRER INTERNATIONAL","NEUROLOGIE","ANTIMIGRAINEUX","CITICOLINE","SOMAZINA","15B044","SOL. INJ.","125MG/ML (OU 500MG/4ML )","B/5AMP DE 4ML","Princeps","Liste I","ESPAGNE",True,False,"489","","207/ 15 B 044 /00/08","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4177,"SOMAZINA 250MG/ML** (OU 1000MG/4ML) SOL. INJ. B/03AMP. DE 4ML - B/10AMP. DE 4ML","FERRER INTERNATIONAL","NEUROLOGIE","A.T.U.(AUTORISATION TEMPORAIRE D'UTILISATION )","CITICOLINE** (SOUS FORME DE SEL DE SODIUM)","SOMAZINA","15K094","SOL. INJ.","250MG/ML** (OU 1000MG/4ML)","B/03AMP. DE 4ML - B/10AMP. DE 4ML","Générique","Liste I","ESPAGNE",True,True,"489","","207/ 15 K 094 /09","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medics/2513.png"
4178,"SOMIFED 2,5MG/50MG/300MG COMP. B/20","SOMEDIAL","RHINOLOGIE","ANTICORYZA PAR VOIE GENERALE","TRIPROLIDINE (SOUS FORME DE CHLORHYDRATE)** / PSEUDOEPHEDRINE (SOUS FORME DE CHLORHYDRATE)** / PARACETAMOL","SOMIFED","22A001","COMP.","2,5MG/50MG/300MG","B/20","Générique","N/D","ALGERIE",True,False,NULL,"","457/ 22 A 001 /11","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
4179,"SORBILAD 3G/5ML AMP. BUV. B/20","LAD PHARMA","GASTRO-ENTEROLOGIE","LAXATIFS","SORBITOL","SORBILAD","10L140","AMP. BUV.","3G/5ML","B/20","Générique","N/D","ALGERIE",False,True,"0","","079/ 10 L 140 /04","","https://www.pharmnet-dz.com/ImageHandler.ashx?imageurl=/img/medic.png"
